end_of_quarter,end_of_quarter_release,ticker,industry,increase
2020-09-30,2020-11-13,MGY,Oil & Gas E&P,1.2022058332771208
2020-12-31,2021-03-02,MGY,Oil & Gas E&P,0.31955693592065726
2021-03-31,2021-05-12,MGY,Oil & Gas E&P,0.6905138428407352
2021-06-30,2021-08-10,MGY,Oil & Gas E&P,0.5000000671442593
2021-09-30,2021-11-09,MGY,Oil & Gas E&P,0.2359059286228343
2021-12-31,2022-02-24,MGY,Oil & Gas E&P,0.17138740796447624
2022-03-31,2022-05-17,MGY,Oil & Gas E&P,0.07073169691610419
2022-06-30,2022-08-10,MGY,Oil & Gas E&P,-0.020723157600481445
2022-09-30,2022-11-09,MGY,Oil & Gas E&P,-0.21086007892779637
2022-12-31,2023-02-23,MGY,Oil & Gas E&P,0.033609644229414
2023-03-31,2023-05-11,MGY,Oil & Gas E&P,0.11140162485746011
2023-06-30,2023-08-09,MGY,Oil & Gas E&P,-0.1172414280713368
2023-09-30,2023-11-09,MGY,Oil & Gas E&P,0.272293809193639
2023-12-31,2024-02-22,MGY,Oil & Gas E&P,0.21162578340315685
2020-03-31,2020-05-13,UNH,Healthcare Plans,0.28562293214162954
2020-06-30,2020-08-10,UNH,Healthcare Plans,0.040987431687206644
2020-09-30,2020-11-09,UNH,Healthcare Plans,0.20183366484060364
2020-12-31,2021-03-08,UNH,Healthcare Plans,0.21165373458919334
2021-03-31,2021-05-12,UNH,Healthcare Plans,0.13643480472897088
2021-06-30,2021-08-10,UNH,Healthcare Plans,0.21783152411623738
2021-09-30,2021-11-10,UNH,Healthcare Plans,0.06111439502973535
2021-12-31,2022-02-22,UNH,Healthcare Plans,0.18553111445539872
2022-03-31,2022-05-11,UNH,Healthcare Plans,0.11934585980068126
2022-06-30,2022-08-10,UNH,Healthcare Plans,-0.0966859379405503
2022-09-30,2022-11-09,UNH,Healthcare Plans,-0.08885432695884354
2022-12-31,2023-03-03,UNH,Healthcare Plans,-0.004847892293661034
2023-03-31,2023-05-10,UNH,Healthcare Plans,0.09984286315120346
2023-06-30,2023-08-09,UNH,Healthcare Plans,0.03580897020264825
2023-09-30,2023-11-13,UNH,Healthcare Plans,-0.1606981610933479
2023-12-31,2024-03-06,UNH,Healthcare Plans,-0.03643673507894825
2020-03-31,2020-05-14,BANR,Banks—Regional,0.47585802037074226
2020-06-30,2020-08-12,BANR,Banks—Regional,0.3287938495120106
2020-09-30,2020-11-12,BANR,Banks—Regional,0.34198138628130853
2020-12-31,2021-03-02,BANR,Banks—Regional,0.08418016817640908
2021-03-31,2021-05-12,BANR,Banks—Regional,0.11836446354894514
2021-06-30,2021-08-12,BANR,Banks—Regional,0.11973824457269251
2021-09-30,2021-11-11,BANR,Banks—Regional,-0.11962795079309733
2021-12-31,2022-03-03,BANR,Banks—Regional,-0.030031012548405157
2022-03-31,2022-05-16,BANR,Banks—Regional,0.2961380758910852
2022-06-30,2022-08-11,BANR,Banks—Regional,0.017905658601849703
2022-09-30,2022-11-10,BANR,Banks—Regional,-0.39616609931057784
2022-12-31,2023-02-28,BANR,Banks—Regional,-0.31470307778475476
2023-03-31,2023-05-12,BANR,Banks—Regional,0.005457986368476949
2023-06-30,2023-08-10,BANR,Banks—Regional,-0.053605546331451516
2023-09-30,2023-11-09,BANR,Banks—Regional,0.0922318762938726
2023-12-31,2024-03-01,BANR,Banks—Regional,0.03445208222346901
2020-03-31,2020-05-06,FSS,Pollution & Treatment Controls,0.16713548199563502
2020-06-30,2020-08-05,FSS,Pollution & Treatment Controls,0.07843522888868029
2020-09-30,2020-11-05,FSS,Pollution & Treatment Controls,0.38906986916080005
2020-12-31,2021-03-04,FSS,Pollution & Treatment Controls,0.12569111275383382
2021-03-31,2021-05-11,FSS,Pollution & Treatment Controls,0.1171326239057403
2021-06-30,2021-08-05,FSS,Pollution & Treatment Controls,-0.03364180760028941
2021-09-30,2021-11-16,FSS,Pollution & Treatment Controls,-0.31438305725221666
2021-12-31,2022-03-08,FSS,Pollution & Treatment Controls,0.13714780405924165
2022-03-31,2022-05-09,FSS,Pollution & Treatment Controls,0.40769239364019977
2022-06-30,2022-08-03,FSS,Pollution & Treatment Controls,0.30802286012840807
2022-09-30,2022-11-10,FSS,Pollution & Treatment Controls,0.07116634989018744
2022-12-31,2023-03-08,FSS,Pollution & Treatment Controls,0.028018786073955203
2023-03-31,2023-05-09,FSS,Pollution & Treatment Controls,0.215495906298891
2023-06-30,2023-08-03,FSS,Pollution & Treatment Controls,0.3112286971209918
2023-09-30,2023-11-09,FSS,Pollution & Treatment Controls,0.3195796723498642
2023-12-31,2024-03-05,FSS,Pollution & Treatment Controls,0.0747640361179104
2020-02-29,2020-04-01,WGO,Recreational Vehicles,0.9098672058531839
2020-05-30,2020-07-01,WGO,Recreational Vehicles,-0.09351058397389356
2020-08-29,2020-10-28,WGO,Recreational Vehicles,0.6483863660122177
2020-11-28,2020-12-25,WGO,Recreational Vehicles,0.05818959650116861
2021-02-27,2021-03-31,WGO,Recreational Vehicles,-0.03146672399928722
2021-05-29,2021-06-30,WGO,Recreational Vehicles,0.1144848442596487
2021-08-28,2021-10-27,WGO,Recreational Vehicles,-0.17405122800636913
2021-11-27,2021-12-24,WGO,Recreational Vehicles,-0.2964820061173432
2022-02-26,2022-03-30,WGO,Recreational Vehicles,-0.04007945920140252
2022-05-28,2022-06-29,WGO,Recreational Vehicles,0.03312711688670768
2022-08-27,2022-10-26,WGO,Recreational Vehicles,-0.004300705236648051
2022-11-26,2022-12-23,WGO,Recreational Vehicles,0.13655971847234366
2023-02-25,2023-03-29,WGO,Recreational Vehicles,0.06361234555685573
2023-05-27,2023-06-28,WGO,Recreational Vehicles,0.12826783244026305
2023-08-26,2023-10-25,WGO,Recreational Vehicles,0.2152474500592482
2023-11-25,2023-12-27,WGO,Recreational Vehicles,-0.058265621598174076
2024-02-24,2024-03-28,WGO,Recreational Vehicles,-0.060810810810810814
2020-03-31,2020-05-15,UBER,Software—Application,0.4662765266542416
2020-06-30,2020-08-14,UBER,Software—Application,1.0216739423421033
2020-09-30,2020-11-13,UBER,Software—Application,-0.07981514783333851
2020-12-31,2021-03-08,UBER,Software—Application,-0.23026315459254051
2021-03-31,2021-05-13,UBER,Software—Application,0.014388475634778753
2021-06-30,2021-08-12,UBER,Software—Application,-0.1741165154788954
2021-09-30,2021-11-16,UBER,Software—Application,-0.467001742039591
2021-12-31,2022-03-03,UBER,Software—Application,-0.08417402692596666
2022-03-31,2022-05-12,UBER,Software—Application,0.25161006752456133
2022-06-30,2022-08-11,UBER,Software—Application,0.06389570258520269
2022-09-30,2022-11-09,UBER,Software—Application,0.4625236514829259
2022-12-31,2023-02-28,UBER,Software—Application,0.32170779623918544
2023-03-31,2023-05-10,UBER,Software—Application,0.2902809501359385
2023-06-30,2023-08-09,UBER,Software—Application,0.6234413878821486
2023-09-30,2023-11-14,UBER,Software—Application,0.3904973400841485
2023-12-31,2024-02-22,UBER,Software—Application,-0.03985647390752896
2020-03-31,2020-05-08,NFG,Oil & Gas Integrated,-0.07551849726280702
2020-06-30,2020-08-14,NFG,Oil & Gas Integrated,-0.008315148796230153
2020-09-30,2020-11-27,NFG,Oil & Gas Integrated,0.2577618694563328
2020-12-31,2021-02-12,NFG,Oil & Gas Integrated,0.2375151339720594
2021-03-31,2021-05-14,NFG,Oil & Gas Integrated,0.1703457763340026
2021-06-30,2021-08-13,NFG,Oil & Gas Integrated,0.18293115631453383
2021-09-30,2021-11-26,NFG,Oil & Gas Integrated,0.20407504295375242
2021-12-31,2022-02-11,NFG,Oil & Gas Integrated,0.14762375833743271
2022-03-31,2022-05-13,NFG,Oil & Gas Integrated,-0.0290049751638992
2022-06-30,2022-08-12,NFG,Oil & Gas Integrated,-0.18762999119091134
2022-09-30,2022-11-25,NFG,Oil & Gas Integrated,-0.2167173476422737
2022-12-31,2023-02-10,NFG,Oil & Gas Integrated,-0.04967571818283405
2023-03-31,2023-05-11,NFG,Oil & Gas Integrated,-0.021461728231886384
2023-06-30,2023-08-10,NFG,Oil & Gas Integrated,-0.13763791796600264
2023-09-30,2023-11-24,NFG,Oil & Gas Integrated,0.03298201739558476
2023-12-31,2024-02-15,NFG,Oil & Gas Integrated,0.10616514092058174
2020-03-31,2020-05-08,AMZN,Internet Retail,0.3915599423713172
2020-06-30,2020-08-07,AMZN,Internet Retail,0.05830853116536805
2020-09-30,2020-11-06,AMZN,Internet Retail,-0.012330267815975324
2020-12-31,2021-02-10,AMZN,Internet Retail,0.016823026956306556
2021-03-31,2021-05-07,AMZN,Internet Retail,0.069078582615084
2021-06-30,2021-08-06,AMZN,Internet Retail,-0.05744496769777183
2021-09-30,2021-11-05,AMZN,Internet Retail,-0.2842917880854661
2021-12-31,2022-02-11,AMZN,Internet Retail,-0.06917123147429342
2022-03-31,2022-05-06,AMZN,Internet Retail,-0.20730136502497662
2022-06-30,2022-08-05,AMZN,Internet Retail,-0.2656960429777656
2022-09-30,2022-11-04,AMZN,Internet Retail,0.13926135086232364
2022-12-31,2023-02-10,AMZN,Internet Retail,0.4122528966452706
2023-03-31,2023-05-05,AMZN,Internet Retail,0.3117546971391866
2023-06-30,2023-08-11,AMZN,Internet Retail,0.2603857548773333
2023-09-30,2023-11-03,AMZN,Internet Retail,0.29870124151051
2023-12-31,2024-02-09,AMZN,Internet Retail,0.03181429148092477
2020-03-31,2020-05-07,SITC,REIT—Retail,0.2883894977243974
2020-06-30,2020-08-07,SITC,REIT—Retail,0.48589741912505763
2020-09-30,2020-11-06,SITC,REIT—Retail,1.0930231655527298
2020-12-31,2021-03-04,SITC,REIT—Retail,0.23926379560477543
2021-03-31,2021-05-06,SITC,REIT—Retail,0.17562974479765453
2021-06-30,2021-08-05,SITC,REIT—Retail,-0.07337133271970837
2021-09-30,2021-11-04,SITC,REIT—Retail,-0.06201555677631931
2021-12-31,2022-03-03,SITC,REIT—Retail,-0.19887425872546405
2022-03-31,2022-05-05,SITC,REIT—Retail,-0.20410785113915111
2022-06-30,2022-08-04,SITC,REIT—Retail,-0.01640517035670139
2022-09-30,2022-11-03,SITC,REIT—Retail,-0.01731245145636602
2022-12-31,2023-03-02,SITC,REIT—Retail,0.01132072592681309
2023-03-31,2023-08-03,SITC,REIT—Retail,-0.042263621130061706
2023-06-30,2023-08-03,SITC,REIT—Retail,-0.042263621130061706
2023-09-30,2023-11-08,SITC,REIT—Retail,0.09211548109666438
2023-12-31,2024-03-01,SITC,REIT—Retail,0.025659781450573557
2020-03-31,2020-05-18,EG,Insurance—Reinsurance,0.3217453902357456
2020-06-30,2020-08-17,EG,Insurance—Reinsurance,0.08340472390618413
2020-09-30,2020-11-16,EG,Insurance—Reinsurance,0.13664149584182028
2020-12-31,2021-03-08,EG,Insurance—Reinsurance,0.004541106676771927
2021-03-31,2021-05-17,EG,Insurance—Reinsurance,0.02363023607917905
2021-06-30,2021-08-12,EG,Insurance—Reinsurance,0.08661844405333953
2021-09-30,2021-11-11,EG,Insurance—Reinsurance,0.02371527397920706
2021-12-31,2022-03-07,EG,Insurance—Reinsurance,0.0263698808005228
2022-03-31,2022-05-12,EG,Insurance—Reinsurance,0.12671996225483687
2022-06-30,2022-08-11,EG,Insurance—Reinsurance,0.3991593882396943
2022-09-30,2022-11-10,EG,Insurance—Reinsurance,0.1957587438641264
2022-12-31,2023-03-03,EG,Insurance—Reinsurance,-0.04694725745612535
2023-03-31,2023-05-11,EG,Insurance—Reinsurance,-0.006251649159331792
2023-06-30,2023-08-10,EG,Insurance—Reinsurance,-0.013496922073374095
2023-09-30,2023-11-08,EG,Insurance—Reinsurance,-0.00474728567878141
2023-12-31,2024-03-06,EG,Insurance—Reinsurance,0.02506888260550774
2020-03-25,2020-05-06,EAT,Restaurants,1.362882305224019
2020-06-24,2020-08-31,EAT,Restaurants,0.5228684490156066
2020-09-23,2020-11-04,EAT,Restaurants,0.39601632517268065
2020-12-23,2021-02-03,EAT,Restaurants,-0.1255999755859375
2021-03-24,2021-05-05,EAT,Restaurants,-0.33003923004748775
2021-06-30,2021-09-02,EAT,Restaurants,-0.24323291163209274
2021-09-29,2021-11-10,EAT,Restaurants,-0.2809632688386994
2021-12-29,2022-02-09,EAT,Restaurants,-0.2995730362067794
2022-03-30,2022-05-11,EAT,Restaurants,-0.004031040871790213
2022-06-29,2022-09-02,EAT,Restaurants,0.5145405190650546
2022-09-28,2022-11-09,EAT,Restaurants,0.2986648022992197
2022-12-28,2023-02-08,EAT,Restaurants,-0.029455098514974184
2023-03-29,2023-05-10,EAT,Restaurants,-0.07483551470650515
2023-06-28,2023-08-30,EAT,Restaurants,0.43290445258391985
2023-09-27,2023-11-08,EAT,Restaurants,0.3962655087956807
2023-12-27,2024-02-07,EAT,Restaurants,0.06656107229529576
2020-03-31,2020-05-13,MATV,Specialty Chemicals,0.3624161570210201
2020-06-30,2020-08-12,MATV,Specialty Chemicals,0.21509755051082585
2020-09-30,2020-11-11,MATV,Specialty Chemicals,0.26741099571814925
2020-12-31,2021-03-08,MATV,Specialty Chemicals,-0.22616085132273278
2021-03-31,2021-05-12,MATV,Specialty Chemicals,-0.23861360284991204
2021-06-30,2021-08-11,MATV,Specialty Chemicals,-0.24929105047850406
2021-09-30,2021-11-10,MATV,Specialty Chemicals,-0.23901017319281626
2021-12-31,2022-03-08,MATV,Specialty Chemicals,-0.1556406483365057
2022-03-31,2022-05-11,MATV,Specialty Chemicals,-0.21479532458197156
2022-06-30,2022-08-16,MATV,Specialty Chemicals,0.039488984157043834
2022-09-30,2022-11-16,MATV,Specialty Chemicals,-0.10727373516140701
2022-12-31,2023-03-08,MATV,Specialty Chemicals,-0.3725961369464142
2023-03-31,2023-05-17,MATV,Specialty Chemicals,-0.2139561710207527
2023-06-30,2023-08-16,MATV,Specialty Chemicals,-0.25337242745642463
2023-09-30,2023-11-16,MATV,Specialty Chemicals,0.35730006197133785
2023-12-31,2024-03-07,MATV,Specialty Chemicals,0.017601743094202038
2020-03-31,2020-05-08,AAT,REIT—Diversified,-0.23464957956850813
2020-06-30,2020-08-07,AAT,REIT—Diversified,0.07349211173188289
2020-09-30,2020-11-06,AAT,REIT—Diversified,0.6372934851996938
2020-12-31,2021-02-23,AAT,REIT—Diversified,0.215976921488989
2021-03-31,2021-05-07,AAT,REIT—Diversified,0.15484110872922774
2021-06-30,2021-08-06,AAT,REIT—Diversified,-0.05885134325381602
2021-09-30,2021-11-05,AAT,REIT—Diversified,-0.09428791857787217
2021-12-31,2022-02-18,AAT,REIT—Diversified,-0.18669933852585494
2022-03-31,2022-05-06,AAT,REIT—Diversified,-0.17830136351567283
2022-06-30,2022-08-05,AAT,REIT—Diversified,-0.013319716115134805
2022-09-30,2022-11-04,AAT,REIT—Diversified,-0.37097343512340986
2022-12-31,2023-02-17,AAT,REIT—Diversified,-0.202661599936296
2023-03-31,2023-05-05,AAT,REIT—Diversified,0.054997404755118016
2023-06-30,2023-08-04,AAT,REIT—Diversified,-0.009777747260199653
2023-09-30,2023-11-03,AAT,REIT—Diversified,0.04561402569480549
2023-12-31,2024-02-21,AAT,REIT—Diversified,-0.04574565288559329
2020-03-31,2020-05-07,DFS,Credit Services,0.7111772378635991
2020-06-30,2020-08-03,DFS,Credit Services,0.748838371783752
2020-09-30,2020-11-02,DFS,Credit Services,0.7137745985378324
2020-12-31,2021-02-24,DFS,Credit Services,0.3212037699234453
2021-03-31,2021-05-11,DFS,Credit Services,0.034537526023950944
2021-06-30,2021-08-05,DFS,Credit Services,-0.07012786758855999
2021-09-30,2021-11-04,DFS,Credit Services,0.017787774368206666
2021-12-31,2022-03-03,DFS,Credit Services,-0.1312734656156832
2022-03-31,2022-05-05,DFS,Credit Services,-0.1350485415590506
2022-06-30,2022-08-03,DFS,Credit Services,0.1478201099283174
2022-09-30,2022-11-03,DFS,Credit Services,-0.028169034922115626
2022-12-31,2023-03-02,DFS,Credit Services,-0.1807422327272841
2023-03-31,2023-05-02,DFS,Credit Services,-0.13264025121716164
2023-06-30,2023-08-04,DFS,Credit Services,0.04533020087906486
2023-09-30,2023-11-02,DFS,Credit Services,0.46713620278573204
2023-12-31,2024-03-01,DFS,Credit Services,0.03468258030031056
2020-02-02,2020-03-20,AVGO,Semiconductors,0.8907298378478937
2020-05-03,2020-06-19,AVGO,Semiconductors,0.4607074797894919
2020-08-02,2020-09-18,AVGO,Semiconductors,0.3681286962277485
2020-11-01,2020-12-25,AVGO,Semiconductors,0.10549833575157022
2021-01-31,2021-03-19,AVGO,Semiconductors,0.07482372208437368
2021-05-02,2021-06-18,AVGO,Semiconductors,0.3806479414338576
2021-08-01,2021-09-16,AVGO,Semiconductors,0.1683453289338938
2021-10-31,2021-12-24,AVGO,Semiconductors,-0.2635404208988827
2022-01-30,2022-03-17,AVGO,Semiconductors,-0.16621034023705344
2022-05-01,2022-06-16,AVGO,Semiconductors,0.1223299574001169
2022-07-31,2022-09-15,AVGO,Semiconductors,0.2645659284375201
2022-10-30,2022-12-23,AVGO,Semiconductors,0.524953394719464
2023-01-29,2023-03-15,AVGO,Semiconductors,0.3923072730833918
2023-04-30,2023-06-14,AVGO,Semiconductors,0.22964854816455454
2023-07-30,2023-09-13,AVGO,Semiconductors,0.5146377967434034
2023-10-29,2023-12-21,AVGO,Semiconductors,0.1687320515097306
2024-02-04,2024-03-21,AVGO,Semiconductors,-0.022626112759643918
2020-03-31,2020-05-08,CNSL,Telecom Services,-0.14664310001449046
2020-06-30,2020-08-07,CNSL,Telecom Services,-0.280637255474862
2020-09-30,2020-11-06,CNSL,Telecom Services,0.565217404181398
2020-12-31,2021-03-05,CNSL,Telecom Services,0.5066006931764523
2021-03-31,2021-05-07,CNSL,Telecom Services,0.028255470827467086
2021-06-30,2021-08-12,CNSL,Telecom Services,-0.22271710747379095
2021-09-30,2021-11-05,CNSL,Telecom Services,-0.23894862931248512
2021-12-31,2022-03-14,CNSL,Telecom Services,0.058601123821360394
2022-03-31,2022-05-13,CNSL,Telecom Services,-0.14778326318842286
2022-06-30,2022-08-12,CNSL,Telecom Services,-0.3611111420946815
2022-09-30,2022-11-14,CNSL,Telecom Services,-0.24897959282973167
2022-12-31,2023-03-13,CNSL,Telecom Services,0.4285714015398434
2023-03-31,2023-05-12,CNSL,Telecom Services,0.14130427529208056
2023-06-30,2023-08-16,CNSL,Telecom Services,0.11253192049697894
2023-09-30,2023-11-14,CNSL,Telecom Services,0.02375294625331719
2023-12-31,2024-03-12,CNSL,Telecom Services,0.0070092830608844145
2020-03-31,2020-05-12,MS,Capital Markets,0.4875846691947948
2020-06-30,2020-08-11,MS,Capital Markets,0.5569295947475907
2020-09-30,2020-11-10,MS,Capital Markets,0.7008094489816828
2020-12-31,2021-03-05,MS,Capital Markets,0.3040849124852381
2021-03-31,2021-05-10,MS,Capital Markets,0.16961730710758113
2021-06-30,2021-08-09,MS,Capital Markets,0.07039986300854431
2021-09-30,2021-11-10,MS,Capital Markets,-0.1642067463053655
2021-12-31,2022-03-03,MS,Capital Markets,-0.01572108991351962
2022-03-31,2022-05-11,MS,Capital Markets,0.12561799643529617
2022-06-30,2022-08-12,MS,Capital Markets,0.07396899965540375
2022-09-30,2022-11-10,MS,Capital Markets,-0.04988738910958955
2022-12-31,2023-03-03,MS,Capital Markets,-0.12793655646085483
2023-03-31,2023-05-09,MS,Capital Markets,-0.09956147033809601
2023-06-30,2023-08-10,MS,Capital Markets,-0.01996805125727443
2023-09-30,2023-11-10,MS,Capital Markets,0.22500991021155897
2023-12-31,2024-02-29,MS,Capital Markets,0.07252438165238816
2020-03-31,2020-05-14,THRM,Auto Parts,0.3944756965223752
2020-06-30,2020-08-11,THRM,Auto Parts,0.5850033693199901
2020-09-30,2020-11-06,THRM,Auto Parts,0.4737593704292964
2020-12-31,2021-03-08,THRM,Auto Parts,0.09009719812637941
2021-03-31,2021-05-07,THRM,Auto Parts,0.13851402690477174
2021-06-30,2021-08-06,THRM,Auto Parts,0.06508806712414587
2021-09-30,2021-11-05,THRM,Auto Parts,-0.14237814735356127
2021-12-31,2022-02-24,THRM,Auto Parts,-0.24927005625889748
2022-03-31,2022-05-11,THRM,Auto Parts,0.16014237422760402
2022-06-30,2022-08-09,THRM,Auto Parts,0.21283951119630914
2022-09-30,2022-11-10,THRM,Auto Parts,-0.19116010409676779
2022-12-31,2023-03-03,THRM,Auto Parts,-0.09350136551625743
2023-03-31,2023-05-04,THRM,Auto Parts,-0.2588807085109807
2023-06-30,2023-08-08,THRM,Auto Parts,-0.24926229832579874
2023-09-30,2023-11-02,THRM,Auto Parts,0.292677213723124
2023-12-31,2024-02-28,THRM,Auto Parts,-0.028736628673877003
2020-03-31,2020-05-15,HTLD,Trucking,-0.002244394658614911
2020-06-30,2020-07-28,HTLD,Trucking,-0.043123478703511124
2020-09-30,2020-11-16,HTLD,Trucking,-0.028992322224998524
2020-12-31,2021-03-01,HTLD,Trucking,-0.09048350112377207
2021-03-31,2021-05-14,HTLD,Trucking,-0.07206625435769906
2021-06-30,2021-08-13,HTLD,Trucking,-0.14251347272921416
2021-09-30,2021-11-11,HTLD,Trucking,-0.1791304436282835
2021-12-31,2022-03-04,HTLD,Trucking,0.010973926491725208
2022-03-31,2022-05-16,HTLD,Trucking,0.16715110456414936
2022-06-30,2022-08-16,HTLD,Trucking,-0.014889814554375679
2022-09-30,2022-11-16,HTLD,Trucking,-0.05593539861215198
2022-12-31,2023-03-08,HTLD,Trucking,-0.0861008949875559
2023-03-31,2023-05-15,HTLD,Trucking,-0.14944039281086502
2023-06-30,2023-08-16,HTLD,Trucking,-0.15490195137345616
2023-09-30,2023-11-16,HTLD,Trucking,-0.162203514541673
2023-12-31,2024-03-06,HTLD,Trucking,-0.09802310546985624
2020-03-31,2020-05-15,OVV,Oil & Gas E&P,0.7851160405309091
2020-06-30,2020-08-07,OVV,Oil & Gas E&P,0.6578791452373426
2020-09-30,2020-11-06,OVV,Oil & Gas E&P,1.811379847034769
2020-12-31,2021-02-25,OVV,Oil & Gas E&P,0.1260063977230793
2021-03-31,2021-05-06,OVV,Oil & Gas E&P,0.43468096306545123
2021-06-30,2021-08-05,OVV,Oil & Gas E&P,0.6272765583832205
2021-09-30,2021-11-11,OVV,Oil & Gas E&P,0.2011060479666319
2021-12-31,2022-03-04,OVV,Oil & Gas E&P,0.08468651187386235
2022-03-31,2022-05-17,OVV,Oil & Gas E&P,0.1709800907435083
2022-06-30,2022-08-11,OVV,Oil & Gas E&P,-0.04422697434477907
2022-09-30,2022-11-16,OVV,Oil & Gas E&P,-0.3942029318021286
2022-12-31,2023-03-06,OVV,Oil & Gas E&P,0.07680075430635652
2023-03-31,2023-05-16,OVV,Oil & Gas E&P,0.41552360522166387
2023-06-30,2023-08-03,OVV,Oil & Gas E&P,-0.14055062559533082
2023-09-30,2023-11-14,OVV,Oil & Gas E&P,0.21336297752319278
2023-12-31,2024-03-05,OVV,Oil & Gas E&P,0.1175384521484375
2020-03-31,2020-05-15,ENV,Software—Application,0.19918696132161728
2020-06-30,2020-08-17,ENV,Software—Application,0.006955900517017641
2020-09-30,2020-11-13,ENV,Software—Application,-0.1501955293536739
2020-12-31,2021-03-05,ENV,Software—Application,0.10861630131546561
2021-03-31,2021-05-14,ENV,Software—Application,0.23207441192427786
2021-06-30,2021-08-13,ENV,Software—Application,-0.12079415732171564
2021-09-30,2021-11-16,ENV,Software—Application,-0.20801348176971932
2021-12-31,2022-03-04,ENV,Software—Application,-0.30175824418075414
2022-03-31,2022-05-13,ENV,Software—Application,-0.17524987077293444
2022-06-30,2022-08-12,ENV,Software—Application,0.10229712111074708
2022-09-30,2022-11-16,ENV,Software—Application,-0.0012248415215268401
2022-12-31,2023-03-07,ENV,Software—Application,-0.11899582611467051
2023-03-31,2023-05-12,ENV,Software—Application,-0.38885938391592745
2023-06-30,2023-08-11,ENV,Software—Application,-0.049418626007613035
2023-09-30,2023-11-16,ENV,Software—Application,0.5592015568387811
2023-12-31,2024-03-06,ENV,Software—Application,0.10503880123874165
2020-03-31,2020-08-17,RDNT,Diagnostics & Research,0.09822484525928486
2020-06-30,2020-08-17,RDNT,Diagnostics & Research,0.09822484525928486
2020-09-30,2020-11-16,RDNT,Diagnostics & Research,0.2314136119380449
2020-12-31,2021-05-17,RDNT,Diagnostics & Research,0.3193673114847996
2021-03-31,2021-05-17,RDNT,Diagnostics & Research,0.3193673114847996
2021-06-30,2021-08-16,RDNT,Diagnostics & Research,-0.23470922960237384
2021-09-30,2021-11-16,RDNT,Diagnostics & Research,-0.42093323117954984
2021-12-31,2022-05-17,RDNT,Diagnostics & Research,-0.14440988883276976
2022-03-31,2022-05-17,RDNT,Diagnostics & Research,-0.14440988883276976
2022-06-30,2022-08-16,RDNT,Diagnostics & Research,-0.08820962844598143
2022-09-30,2022-11-16,RDNT,Diagnostics & Research,0.6763459124874329
2022-12-31,2023-03-08,RDNT,Diagnostics & Research,0.2581832785620964
2023-03-31,2023-05-17,RDNT,Diagnostics & Research,0.1361840073991146
2023-06-30,2023-08-16,RDNT,Diagnostics & Research,0.27757532336950597
2023-09-30,2023-11-16,RDNT,Diagnostics & Research,0.5151802206142398
2023-12-31,2024-03-07,RDNT,Diagnostics & Research,-0.012979008163011898
2020-03-28,2020-05-13,ODP,Specialty Retail,0.20550003051757812
2020-06-27,2020-08-12,ODP,Specialty Retail,1.3434447322955396
2020-09-26,2020-11-12,ODP,Specialty Retail,0.7789298342544934
2020-12-26,2021-03-03,ODP,Specialty Retail,0.143070420414962
2021-03-27,2021-05-12,ODP,Specialty Retail,-0.012170836666613921
2021-06-26,2021-08-11,ODP,Specialty Retail,-0.05439512728024862
2021-09-25,2021-11-10,ODP,Specialty Retail,-0.012064887737261344
2021-12-25,2022-03-02,ODP,Specialty Retail,-0.1980773686792798
2022-03-26,2022-05-11,ODP,Specialty Retail,0.06950455176483411
2022-06-25,2022-08-10,ODP,Specialty Retail,0.3718918465279244
2022-09-24,2022-11-09,ODP,Specialty Retail,0.020140787417959938
2022-12-31,2023-03-08,ODP,Specialty Retail,-0.026040607870478318
2023-04-01,2023-05-17,ODP,Specialty Retail,0.14632377403439836
2023-07-01,2023-08-16,ODP,Specialty Retail,0.14642408441410373
2023-09-30,2023-11-15,ODP,Specialty Retail,0.050805514089169695
2023-12-30,2024-03-06,ODP,Specialty Retail,-0.017001493082581344
2020-02-01,2020-03-18,UNFI,Food Distribution,0.45180211666130543
2020-05-02,2020-06-17,UNFI,Food Distribution,0.01630089519226762
2020-08-01,2020-10-06,UNFI,Food Distribution,1.1643834527120702
2020-10-31,2020-12-16,UNFI,Food Distribution,1.3312771776604162
2021-01-30,2021-03-17,UNFI,Food Distribution,0.06782102079753041
2021-05-01,2021-06-16,UNFI,Food Distribution,0.3677105452277459
2021-07-31,2021-10-05,UNFI,Food Distribution,-0.13416148332491545
2021-10-30,2021-12-15,UNFI,Food Distribution,-0.20035534063266294
2022-01-29,2022-03-16,UNFI,Food Distribution,0.08756110097482556
2022-04-30,2022-06-14,UNFI,Food Distribution,-0.004690166244909225
2022-07-30,2022-10-04,UNFI,Food Distribution,-0.26630581730480857
2022-10-29,2022-12-14,UNFI,Food Distribution,-0.4685658462444719
2023-01-28,2023-03-15,UNFI,Food Distribution,-0.256936111032075
2023-04-29,2023-06-14,UNFI,Food Distribution,-0.27311324090370176
2023-07-29,2023-10-03,UNFI,Food Distribution,-0.1728301858002285
2023-10-28,2023-12-13,UNFI,Food Distribution,-0.31927320733362563
2024-01-27,2024-03-13,UNFI,Food Distribution,-0.13520200559357892
2020-03-31,2020-05-14,HAIN,Packaged Foods,0.23752976146750515
2020-06-30,2020-09-01,HAIN,Packaged Foods,0.2594803879122057
2020-09-30,2020-11-16,HAIN,Packaged Foods,0.08136127383501116
