end_of_quarter,end_of_quarter_release,ticker,industry,increase
2023-12-31,2024-02-23,CBOE,Financial Data & Stock Exchanges,-0.07902605657926653
2020-03-31,2020-05-06,SM,Oil & Gas E&P,-0.4255665514151812
2020-06-30,2020-08-07,SM,Oil & Gas E&P,2.827205987995507
2020-09-30,2020-11-06,SM,Oil & Gas E&P,8.622616586969757
2020-12-31,2021-02-25,SM,Oil & Gas E&P,0.25982367711747856
2021-03-31,2021-05-07,SM,Oil & Gas E&P,1.0827680042842283
2021-06-30,2021-08-06,SM,Oil & Gas E&P,0.9497711630268693
2021-09-30,2021-11-05,SM,Oil & Gas E&P,0.0742407007629441
2021-12-31,2022-03-04,SM,Oil & Gas E&P,0.08475128859805715
2022-03-31,2022-05-06,SM,Oil & Gas E&P,0.18792395419519678
2022-06-30,2022-08-11,SM,Oil & Gas E&P,-0.18755383243374724
2022-09-30,2022-11-11,SM,Oil & Gas E&P,-0.4396239316011091
2022-12-31,2023-03-02,SM,Oil & Gas E&P,0.39896202398489783
2023-03-31,2023-05-05,SM,Oil & Gas E&P,0.5151627767839789
2023-06-30,2023-08-10,SM,Oil & Gas E&P,-0.049848432327325276
2023-09-30,2023-11-10,SM,Oil & Gas E&P,0.4228493859634942
2023-12-31,2024-02-29,SM,Oil & Gas E&P,0.18894220633476796
2020-03-31,2020-05-18,VRE,REIT - Residential,-0.03195926547857646
2020-06-30,2020-08-10,VRE,REIT - Residential,-0.030478834988944842
2020-09-30,2020-11-11,VRE,REIT - Residential,0.382424758323831
2020-12-31,2021-03-04,VRE,REIT - Residential,0.23720609247965788
2021-03-31,2021-05-13,VRE,REIT - Residential,0.14901272400923365
2021-06-30,2021-08-04,VRE,REIT - Residential,-0.0275175476955224
2021-09-30,2021-11-10,VRE,REIT - Residential,-0.24987015123703088
2021-12-31,2022-03-02,VRE,REIT - Residential,-0.22009288649931627
2022-03-31,2022-05-11,VRE,REIT - Residential,0.06690146028106722
2022-06-30,2022-08-10,VRE,REIT - Residential,0.13677614963298684
2022-09-30,2022-11-09,VRE,REIT - Residential,0.0972972279923975
2022-12-31,2023-03-01,VRE,REIT - Residential,0.18913746856184074
2023-03-31,2023-05-03,VRE,REIT - Residential,-0.11095527499378824
2023-06-30,2023-08-02,VRE,REIT - Residential,-0.16305266444272395
2023-09-30,2023-11-01,VRE,REIT - Residential,0.09685806464313544
2023-12-31,2024-02-28,VRE,REIT - Residential,-0.00538034805476836
2020-03-31,2020-05-08,CAR,Rental & Leasing Services,1.09972864584142
2020-06-30,2020-08-05,CAR,Rental & Leasing Services,0.5480904815692528
2020-09-30,2020-11-06,CAR,Rental & Leasing Services,1.7127623520321793
2020-12-31,2021-02-24,CAR,Rental & Leasing Services,0.6257601777812254
2021-03-31,2021-05-11,CAR,Rental & Leasing Services,2.0998778434680574
2021-06-30,2021-08-11,CAR,Rental & Leasing Services,1.2063567215287936
2021-09-30,2021-11-09,CAR,Rental & Leasing Services,0.02475172757675103
2021-12-31,2022-02-24,CAR,Rental & Leasing Services,0.0321292364707592
2022-03-31,2022-05-10,CAR,Rental & Leasing Services,-0.016345001825136565
2022-06-30,2022-08-09,CAR,Rental & Leasing Services,0.24715368358872083
2022-09-30,2022-11-08,CAR,Rental & Leasing Services,-0.285385076066206
2022-12-31,2023-02-23,CAR,Rental & Leasing Services,0.021850681996628502
2023-03-31,2023-05-09,CAR,Rental & Leasing Services,0.17291375301580278
2023-06-30,2023-08-08,CAR,Rental & Leasing Services,-0.22138851533984807
2023-09-30,2023-11-09,CAR,Rental & Leasing Services,-0.3299609482894161
2023-12-31,2024-02-23,CAR,Rental & Leasing Services,0.14527800840845848
2020-03-31,2020-05-05,NOV,Oil & Gas Equipment & Services,-0.26482541082559746
2020-06-30,2020-08-04,NOV,Oil & Gas Equipment & Services,0.15914918016937785
2020-09-30,2020-11-03,NOV,Oil & Gas Equipment & Services,0.6482909339946512
2020-12-31,2021-02-19,NOV,Oil & Gas Equipment & Services,-0.11760503233660131
2021-03-31,2021-05-05,NOV,Oil & Gas Equipment & Services,-0.1030486840521704
2021-06-30,2021-08-04,NOV,Oil & Gas Equipment & Services,0.37272446063496656
2021-09-30,2021-11-03,NOV,Oil & Gas Equipment & Services,0.2873655546129716
2021-12-31,2022-02-18,NOV,Oil & Gas Equipment & Services,0.02280038900020556
2022-03-31,2022-05-06,NOV,Oil & Gas Equipment & Services,0.22970241924594118
2022-06-30,2022-08-04,NOV,Oil & Gas Equipment & Services,0.35138836515659905
2022-09-30,2022-11-04,NOV,Oil & Gas Equipment & Services,-0.3371918341852264
2022-12-31,2023-02-21,NOV,Oil & Gas Equipment & Services,-0.035138012278093905
2023-03-31,2023-05-04,NOV,Oil & Gas Equipment & Services,0.3326476131452447
2023-06-30,2023-08-03,NOV,Oil & Gas Equipment & Services,-0.12665844279014668
2023-09-30,2023-11-03,NOV,Oil & Gas Equipment & Services,-0.008304161557185875
2023-12-31,2024-02-21,NOV,Oil & Gas Equipment & Services,0.16480724427155252
2020-03-31,2020-05-13,BWA,Auto Parts,0.39002788949856143
2020-06-30,2020-08-12,BWA,Auto Parts,0.04077220950855849
2020-09-30,2020-11-05,BWA,Auto Parts,0.32074248180481346
2020-12-31,2021-03-01,BWA,Auto Parts,-0.049486956010448294
2021-03-31,2021-05-12,BWA,Auto Parts,-0.04351756223042453
2021-06-30,2021-08-11,BWA,Auto Parts,-0.0512073552656691
2021-09-30,2021-11-10,BWA,Auto Parts,-0.21059588747448676
2021-12-31,2022-02-22,BWA,Auto Parts,-0.07372294970036151
2022-03-31,2022-05-11,BWA,Auto Parts,0.14677299315856088
2022-06-30,2022-08-10,BWA,Auto Parts,0.23525096111414787
2022-09-30,2022-11-03,BWA,Auto Parts,0.31314578233327506
2022-12-31,2023-02-16,BWA,Auto Parts,-0.07332017305307412
2023-03-31,2023-05-11,BWA,Auto Parts,-0.1709973480525385
2023-06-30,2023-08-09,BWA,Auto Parts,-0.2518945548833189
2023-09-30,2023-11-09,BWA,Auto Parts,0.08260814049984044
2023-12-31,2024-02-15,BWA,Auto Parts,0.09728441007859362
2020-02-01,2020-03-30,BBY,Specialty Retail,0.864415627264814
2020-05-02,2020-06-03,BBY,Specialty Retail,0.32276312811610447
2020-08-01,2020-09-07,BBY,Specialty Retail,-0.012453421674729848
2020-10-31,2020-12-07,BBY,Specialty Retail,0.14233138629982806
2021-01-30,2021-03-26,BBY,Specialty Retail,-0.11069833360253606
2021-05-01,2021-06-11,BBY,Specialty Retail,-0.0814631411436241
2021-07-31,2021-09-07,BBY,Specialty Retail,-0.03591032997288849
2021-10-30,2021-12-10,BBY,Specialty Retail,-0.2668738146419114
2022-01-29,2022-03-25,BBY,Specialty Retail,-0.2681428478198203
2022-04-30,2022-06-09,BBY,Specialty Retail,0.14051439712730238
2022-07-30,2022-09-15,BBY,Specialty Retail,0.057465715626660065
2022-10-29,2022-12-13,BBY,Specialty Retail,-0.08035431727698096
2023-01-28,2023-03-24,BBY,Specialty Retail,-0.04486525475606342
2023-04-29,2023-06-09,BBY,Specialty Retail,0.008033179705043485
2023-07-29,2023-09-08,BBY,Specialty Retail,0.11371994893001237
2023-10-28,2023-12-08,BBY,Specialty Retail,0.094304057660095
2024-02-03,2024-03-22,BBY,Specialty Retail,-0.03257413106562998
2020-02-01,2020-04-03,GME,Specialty Retail,2.353571608297682
2020-05-02,2020-06-16,GME,Specialty Retail,1.9849139612066242
2020-08-01,2020-09-16,GME,Specialty Retail,24.361750190075636
2020-10-31,2020-12-15,GME,Specialty Retail,15.566064701946143
2021-01-30,2021-03-30,GME,Specialty Retail,-0.09534098480312232
2021-05-01,2021-06-16,GME,Specialty Retail,-0.333587498208733
2021-07-31,2021-09-15,GME,Specialty Retail,-0.618081366230104
2021-10-30,2021-12-15,GME,Specialty Retail,-0.15088497692645939
2022-01-29,2022-03-24,GME,Specialty Retail,-0.2965797872642531
2022-04-30,2022-06-08,GME,Specialty Retail,-0.3581777289866076
2022-07-30,2022-09-14,GME,Specialty Retail,-0.40455028440379354
2022-10-29,2022-12-14,GME,Specialty Retail,0.2802851182764599
2023-01-28,2023-04-04,GME,Specialty Retail,-0.34675614620684686
2023-04-29,2023-06-14,GME,Specialty Retail,-0.350583656085904
2023-07-29,2023-09-13,GME,Specialty Retail,-0.17349799503489613
2023-10-28,2023-12-13,GME,Specialty Retail,-0.30916720407269777
2024-02-03,2024-04-02,GME,Specialty Retail,0.02216312109203828
2020-02-29,2020-04-14,SNX,Electronics & Computer Distribution,0.8052924487453643
2020-05-31,2020-07-16,SNX,Electronics & Computer Distribution,0.4403026201658265
2020-08-31,2020-10-16,SNX,Electronics & Computer Distribution,0.6359298816759409
2020-11-30,2021-02-04,SNX,Electronics & Computer Distribution,0.36564076673390744
2021-02-28,2021-04-15,SNX,Electronics & Computer Distribution,-0.12065099729824774
2021-05-31,2021-07-14,SNX,Electronics & Computer Distribution,-0.060958335901094576
2021-08-31,2021-10-12,SNX,Electronics & Computer Distribution,-0.044436574272861615
2021-11-30,2022-02-04,SNX,Electronics & Computer Distribution,-0.008007995885010786
2022-02-28,2022-04-12,SNX,Electronics & Computer Distribution,-0.1673939451337234
2022-05-31,2022-07-14,SNX,Electronics & Computer Distribution,0.23737846781713579
2022-08-31,2022-10-11,SNX,Electronics & Computer Distribution,0.16360475332221652
2022-11-30,2023-01-31,SNX,Electronics & Computer Distribution,-0.04230636041824221
2023-02-28,2023-04-12,SNX,Electronics & Computer Distribution,0.042876605106901486
2023-05-31,2023-07-13,SNX,Electronics & Computer Distribution,0.052563863436773835
2023-08-31,2023-10-10,SNX,Electronics & Computer Distribution,0.18690230644121125
2023-11-30,2024-02-02,SNX,Electronics & Computer Distribution,0.15288568667514343
2020-03-31,2020-05-18,DIOD,Semiconductors,0.3630342298170926
2020-06-30,2020-08-13,DIOD,Semiconductors,0.5808314248834263
2020-09-30,2020-11-16,DIOD,Semiconductors,0.10046151968149039
2020-12-31,2021-03-01,DIOD,Semiconductors,0.18171831762265317
2021-03-31,2021-05-13,DIOD,Semiconductors,0.532711690913021
2021-06-30,2021-08-12,DIOD,Semiconductors,-0.006538080140264528
2021-09-30,2021-11-10,DIOD,Semiconductors,-0.3360073382888404
2021-12-31,2022-02-25,DIOD,Semiconductors,-0.12778154998457916
2022-03-31,2022-05-11,DIOD,Semiconductors,0.14762915895133139
2022-06-30,2022-08-11,DIOD,Semiconductors,0.17005110373401233
2022-09-30,2022-11-14,DIOD,Semiconductors,0.046271622023804006
2022-12-31,2023-02-17,DIOD,Semiconductors,-0.1484042228536403
2023-03-31,2023-05-16,DIOD,Semiconductors,-0.2177777608235677
2023-06-30,2023-08-15,DIOD,Semiconductors,-0.1397197933332595
2023-09-30,2023-11-15,DIOD,Semiconductors,-0.03011367472488935
2023-12-31,2024-02-16,DIOD,Semiconductors,0.0036748493971174505
2020-03-31,2020-05-18,BANC,Banks - Regional,0.3099884964793188
2020-06-30,2020-08-17,BANC,Banks - Regional,0.6836208971822968
2020-09-30,2020-11-13,BANC,Banks - Regional,0.3224155836031217
2020-12-31,2021-03-05,BANC,Banks - Regional,-0.07984641286816993
2021-03-31,2021-05-17,BANC,Banks - Regional,0.24333830988222244
2021-06-30,2021-08-13,BANC,Banks - Regional,0.09908914289784812
2021-09-30,2021-11-15,BANC,Banks - Regional,-0.1574086180072132
2021-12-31,2022-03-08,BANC,Banks - Regional,-0.0800014780594074
2022-03-31,2022-05-16,BANC,Banks - Regional,-0.04468714004606739
2022-06-30,2022-08-15,BANC,Banks - Regional,-0.004241881025722212
2022-09-30,2022-11-14,BANC,Banks - Regional,-0.3868018248613003
2022-12-31,2023-03-06,BANC,Banks - Regional,-0.2579954919612544
2023-03-31,2023-05-15,BANC,Banks - Regional,0.22116999557926179
2023-06-30,2023-08-15,BANC,Banks - Regional,0.07091863290280981
2023-09-30,2023-11-16,BANC,Banks - Regional,0.20717310730564298
2020-03-28,2020-05-12,TDG,Aerospace & Defense,0.701951293310997
2020-06-27,2020-08-11,TDG,Aerospace & Defense,0.1825468791018488
2020-09-30,2020-11-19,TDG,Aerospace & Defense,-0.00023711282956700023
2021-01-02,2021-02-16,TDG,Aerospace & Defense,0.058370430992103074
2021-04-03,2021-05-18,TDG,Aerospace & Defense,0.1158659051394272
2021-07-03,2021-08-17,TDG,Aerospace & Defense,0.10691850012887529
2021-09-30,2021-11-23,TDG,Aerospace & Defense,-0.11996807496138956
2022-01-01,2022-02-15,TDG,Aerospace & Defense,0.03107227612413598
2022-04-02,2022-05-17,TDG,Aerospace & Defense,0.13133622403388998
2022-07-02,2022-08-16,TDG,Aerospace & Defense,0.16631026570246732
2022-09-30,2022-11-17,TDG,Aerospace & Defense,0.3404696564468903
2022-12-31,2023-02-14,TDG,Aerospace & Defense,0.1556214983862829
2023-04-01,2023-05-16,TDG,Aerospace & Defense,0.23181384132752825
2023-07-01,2023-08-15,TDG,Aerospace & Defense,0.3820302763710828
2023-09-30,2023-11-16,TDG,Aerospace & Defense,0.26515044898138707
2023-12-30,2024-02-15,TDG,Aerospace & Defense,0.04022313607635776
2020-03-31,2020-05-18,MNST,Beverages - Non-Alcoholic,0.28399875996576734
2020-06-30,2020-08-13,MNST,Beverages - Non-Alcoholic,0.09436892974121315
2020-09-30,2020-11-13,MNST,Beverages - Non-Alcoholic,0.0686741788026136
2020-12-31,2021-03-08,MNST,Beverages - Non-Alcoholic,0.11792343184756982
2021-03-31,2021-05-14,MNST,Beverages - Non-Alcoholic,-0.0008682638548364847
2021-06-30,2021-08-16,MNST,Beverages - Non-Alcoholic,-0.15891078724469396
2021-09-30,2021-11-12,MNST,Beverages - Non-Alcoholic,-0.07766667484358332
2021-12-31,2022-03-07,MNST,Beverages - Non-Alcoholic,0.181199951171875
2022-03-31,2022-05-13,MNST,Beverages - Non-Alcoholic,0.10383624052548324
2022-06-30,2022-08-12,MNST,Beverages - Non-Alcoholic,0.1419685279412389
2022-09-30,2022-11-11,MNST,Beverages - Non-Alcoholic,0.2048511813236906
2022-12-31,2023-03-08,MNST,Beverages - Non-Alcoholic,0.09852594804213775
2023-03-31,2023-05-12,MNST,Beverages - Non-Alcoholic,-0.07154857357618061
2023-06-30,2023-08-11,MNST,Beverages - Non-Alcoholic,-0.04331386119878533
2023-09-30,2023-11-13,MNST,Beverages - Non-Alcoholic,0.0037810421500001578
2023-12-31,2024-03-07,MNST,Beverages - Non-Alcoholic,-0.06113171106129206
2020-01-03,2020-03-04,STAA,Medical Instruments & Supplies,0.6229355432662629
2020-04-03,2020-05-13,STAA,Medical Instruments & Supplies,1.3272420435624062
2020-07-03,2020-08-12,STAA,Medical Instruments & Supplies,1.5382721855804442
2020-10-02,2020-11-11,STAA,Medical Instruments & Supplies,0.3500000508010541
2021-01-01,2021-03-03,STAA,Medical Instruments & Supplies,0.6546793179305135
2021-04-02,2021-05-12,STAA,Medical Instruments & Supplies,0.021030795304634167
2021-07-02,2021-08-11,STAA,Medical Instruments & Supplies,-0.437513553920865
2021-10-01,2021-11-10,STAA,Medical Instruments & Supplies,-0.5078627347017072
2021-12-31,2022-03-02,STAA,Medical Instruments & Supplies,0.11530981180889323
2022-04-01,2022-05-11,STAA,Medical Instruments & Supplies,0.2565684506171738
2022-07-01,2022-08-17,STAA,Medical Instruments & Supplies,-0.30656861091261983
2022-09-30,2022-11-09,STAA,Medical Instruments & Supplies,0.1660344354037581
2022-12-30,2023-03-02,STAA,Medical Instruments & Supplies,-0.2636798613140967
2023-03-31,2023-05-10,STAA,Medical Instruments & Supplies,-0.5162674097033213
2023-06-30,2023-08-09,STAA,Medical Instruments & Supplies,-0.33193924328431074
2023-09-29,2023-11-13,STAA,Medical Instruments & Supplies,0.33971141260357063
2023-12-29,2024-03-05,STAA,Medical Instruments & Supplies,0.3674879804936915
2020-03-31,2020-05-08,PRI,Insurance - Life,0.09388600124839806
2020-06-30,2020-08-13,PRI,Insurance - Life,0.053120116099329165
2020-09-30,2020-11-12,PRI,Insurance - Life,0.2876967414606111
2020-12-31,2021-03-08,PRI,Insurance - Life,0.014740250302995176
2021-03-31,2021-05-13,PRI,Insurance - Life,0.024535942858303607
2021-06-30,2021-08-13,PRI,Insurance - Life,0.0255829779703012
2021-09-30,2021-11-16,PRI,Insurance - Life,-0.22535741563484976
2021-12-31,2022-03-08,PRI,Insurance - Life,0.0009768932182363417
2022-03-31,2022-05-13,PRI,Insurance - Life,0.14062241610173917
2022-06-30,2022-08-16,PRI,Insurance - Life,0.2479887310639465
2022-09-30,2022-11-16,PRI,Insurance - Life,0.32636340388055757
2022-12-31,2023-03-07,PRI,Insurance - Life,0.11187260593288646
2023-03-31,2023-05-16,PRI,Insurance - Life,0.14555712005042926
2023-06-30,2023-08-15,PRI,Insurance - Life,0.15237889420441952
2023-09-30,2023-11-15,PRI,Insurance - Life,0.208289788975907
2023-12-31,2024-03-06,PRI,Insurance - Life,-0.020417888605265853
2020-03-31,2020-05-12,JNPR,Communication Equipment,-0.0647823409920184
2020-06-30,2020-08-11,JNPR,Communication Equipment,0.014355234145632221
2020-09-30,2020-11-09,JNPR,Communication Equipment,0.29231359324460016
2020-12-31,2021-02-19,JNPR,Communication Equipment,0.2222123071845003
2021-03-31,2021-05-07,JNPR,Communication Equipment,0.16701697501575855
2021-06-30,2021-08-06,JNPR,Communication Equipment,0.2537467709247663
2021-09-30,2021-11-05,JNPR,Communication Equipment,0.06526181769162162
2021-12-31,2022-02-18,JNPR,Communication Equipment,-0.14936476682515248
2022-03-31,2022-05-06,JNPR,Communication Equipment,-0.04752791658791825
2022-06-30,2022-08-05,JNPR,Communication Equipment,0.11127314705086844
2022-09-30,2022-11-04,JNPR,Communication Equipment,-0.025867995891906907
2022-12-31,2023-02-17,JNPR,Communication Equipment,-0.12827345715954064
2023-03-31,2023-05-05,JNPR,Communication Equipment,-0.040889331981736846
2023-06-30,2023-08-04,JNPR,Communication Equipment,0.3286705651740715
2023-09-30,2023-11-03,JNPR,Communication Equipment,0.37508953935570827
2023-12-31,2024-02-14,JNPR,Communication Equipment,0.004343518159549599
2020-03-31,2020-05-06,INVA,Biotechnology,-0.24100715969297448
2020-06-30,2020-08-05,INVA,Biotechnology,-0.06631895218055286
2020-09-30,2020-11-04,INVA,Biotechnology,0.10952377319335938
2020-12-31,2021-03-04,INVA,Biotechnology,0.38878834303060267
2021-03-31,2021-05-05,INVA,Biotechnology,0.5372616836880454
2021-06-30,2021-08-05,INVA,Biotechnology,0.01295341764086292
2021-09-30,2021-11-03,INVA,Biotechnology,-0.06800003051757812
2021-12-31,2022-03-07,INVA,Biotechnology,-0.2197928035447275
2022-03-31,2022-05-12,INVA,Biotechnology,-0.1241157737300692
2022-06-30,2022-08-03,INVA,Biotechnology,-0.09052631311249315
2022-09-30,2022-11-16,INVA,Biotechnology,-0.018996960706588614
2022-12-31,2023-03-07,INVA,Biotechnology,0.15426990803830076
2023-03-31,2023-05-16,INVA,Biotechnology,0.046792444193138265
2023-06-30,2023-08-09,INVA,Biotechnology,0.14202053848669338
2023-09-30,2023-11-08,INVA,Biotechnology,0.0654069479331258
2023-12-31,2024-03-07,INVA,Biotechnology,-0.0278514640861302
2020-03-31,2020-04-29,SYF,Credit Services,0.22075770749996154
2020-06-30,2020-07-30,SYF,Credit Services,0.479010802330936
2020-09-30,2020-10-29,SYF,Credit Services,0.7152836807475785
2020-12-31,2021-02-18,SYF,Credit Services,0.39632174019674665
2021-03-31,2021-05-04,SYF,Credit Services,0.09102513118156358
2021-06-30,2021-07-29,SYF,Credit Services,-0.13481648372137764
2021-09-30,2021-10-28,SYF,Credit Services,-0.20675029844699808
2021-12-31,2022-02-17,SYF,Credit Services,-0.16407625284991095
2022-03-31,2022-04-28,SYF,Credit Services,-0.06687667060830194
2022-06-30,2022-07-28,SYF,Credit Services,0.15009056600808218
2022-09-30,2022-11-01,SYF,Credit Services,-0.1729609031272142
2022-12-31,2023-02-16,SYF,Credit Services,-0.04662982674588838
2023-03-31,2023-04-27,SYF,Credit Services,-0.031531315464558445
2023-06-30,2023-07-28,SYF,Credit Services,0.15328217096229524
2023-09-30,2023-10-31,SYF,Credit Services,0.47801945020530345
2023-12-31,2024-02-15,SYF,Credit Services,0.03362610298361987
2020-03-31,2020-05-11,KEY,Banks - Regional,0.49802088383322957
2020-06-30,2020-08-10,KEY,Banks - Regional,0.5293969166857734
2020-09-30,2020-11-10,KEY,Banks - Regional,0.51451307833251
2020-12-31,2021-03-01,KEY,Banks - Regional,-0.0035746601756121046
2021-03-31,2021-05-24,KEY,Banks - Regional,0.05807195784241532
2021-06-30,2021-08-09,KEY,Banks - Regional,0.3576399587551198
2021-09-30,2021-11-09,KEY,Banks - Regional,-0.16234079147978242
2021-12-31,2022-03-01,KEY,Banks - Regional,-0.21461829843601124
2022-03-31,2022-05-11,KEY,Banks - Regional,0.06847851641306384
2022-06-30,2022-08-09,KEY,Banks - Regional,0.11704341459316353
2022-09-30,2022-11-08,KEY,Banks - Regional,-0.4517458285696532
2022-12-31,2023-03-01,KEY,Banks - Regional,-0.36116136504611324
2023-03-31,2023-05-11,KEY,Banks - Regional,0.2531639295304633
2023-06-30,2023-08-09,KEY,Banks - Regional,0.24945425005088145
