end_of_quarter,ticker,industry,sector,fte,auditrisk,compensationrisk,boardrisk,shareholderrightsrisk,maxage,dividends,weekly_price_0,weekly_price_1,weekly_price_2,weekly_price_3,weekly_price_4,weekly_price_5,weekly_price_6,weekly_price_7,weekly_price_8,weekly_price_9,increase
2022-05-29,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,,67.61999969482422,64.18199920654297,62.82600021362305,64.69600067138671,67.80600128173828,69.46000061035156,70.63500022888184,72.21600036621093,71.51799926757812,70.41800079345703,0.09262707748089948
2022-08-28,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,,69.01000022888184,68.62799987792968,66.56599884033203,68.84000015258789,73.45200042724609,75.60500144958496,75.5459991455078,73.68999938964843,74.3740005493164,75.73399810791015,0.07446257328546108
2022-11-27,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,,76.9760025024414,75.78000068664551,75.04799957275391,78.18200073242187,77.94800109863282,76.99800109863281,77.53800048828126,77.50399932861328,79.14400177001953,79.93000030517578,-0.02761366100446549
2023-02-26,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,,84.3700008392334,83.54400024414062,78.79500007629395,77.39400177001953,77.18800048828125,76.10799865722656,75.78799896240234,80.34500122070312,84.60199890136718,86.45800018310547,0.04359099324481113
2023-05-28,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,,79.22749900817871,78.89599914550782,80.23200073242188,81.64400177001953,85.0199981689453,86.48749923706055,86.78599853515625,87.34399871826172,88.28399963378907,89.28200073242188,-0.17893592526912927
2023-08-27,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,,83.97749900817871,83.09400024414063,80.8760009765625,81.15999984741211,78.49600067138672,76.50749969482422,74.9240005493164,75.43799896240235,76.06999969482422,74.52799682617187,-0.04916123408539535
2023-11-26,GIS,Packaged Foods,,34000.0,4.0,5.0,4.0,8.0,86400,,67.84600067138672,65.77750015258789,65.76999969482422,65.63000030517578,64.43000106811523,62.694000244140625,62.90399932861328,63.10600051879883,64.71600112915038,65.42999877929688,0.02736706218400352
2022-03-31,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,62.95799942016602,61.2859992980957,55.74000072479248,51.716000366210935,52.94000015258789,50.012000274658206,49.183999633789064,46.732500076293945,44.97200088500976,41.13399963378906,-0.2352537841943685
2022-06-30,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,43.973333994547524,40.433999633789064,40.1800012588501,40.99600067138672,38.636000061035155,39.81800003051758,37.6,36.50999984741211,36.635999298095705,38.357500076293945,0.047229158748157134
2022-09-30,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,31.97499942779541,32.15250015258789,31.71599998474121,34.315999603271486,34.90800018310547,36.50000076293945,38.013999938964844,39.04200134277344,39.19599990844726,38.77600021362305,0.04923646023198923
2022-12-31,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,32.09000015258789,34.35199966430664,32.44599990844726,33.97799987792969,37.51999969482422,38.92599945068359,39.47200012207031,39.41000061035156,40.015000343322754,40.00400085449219,0.064163276263266
2023-03-31,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,34.85499954223633,37.1379997253418,36.03249931335449,36.677999877929686,39.508000183105466,41.45800018310547,42.73399963378906,40.11250019073486,39.4620002746582,38.85800018310547,0.041439488689131505
2023-06-30,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,36.33500099182129,35.42250061035156,34.955999755859374,34.42800064086914,33.03600082397461,32.797999954223634,33.10800018310547,32.38199996948242,32.85199966430664,33.267499923706055,-0.14496887846222595
2023-09-30,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,38.560001373291016,39.36249923706055,40.104000091552734,38.98399963378906,38.50599975585938,37.4739990234375,35.6479995727539,33.24599914550781,33.11800079345703,33.40399932861328,0.10625182687219742
2023-12-31,GM,Auto Manufacturers,,163000.0,2.0,8.0,5.0,4.0,86400,,31.220000076293946,30.68599967956543,29.771999740600585,28.51199951171875,28.42600021362305,27.71599998474121,27.75,28.175000190734863,30.59000015258789,33.183999633789064,0.2044382548643211
2022-03-31,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,0.895,138.292041015625,137.29920959472656,132.2953224182129,130.8338653564453,132.11263427734374,127.97847290039063,127.18221740722656,120.81565475463867,122.22761535644531,120.86200103759765,0.05943499494753898
2022-06-30,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,,126.92666625976562,129.0020004272461,131.2025032043457,134.8800018310547,133.0540008544922,131.70599975585938,131.92599792480468,133.17999877929688,133.7919952392578,136.31999969482422,0.12556388682888864
2022-09-30,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,,133.1750030517578,136.41250228881836,137.41799926757812,141.89600219726563,147.2219970703125,151.12599487304686,154.7280029296875,159.60799865722657,157.62000122070313,156.67999877929688,0.17358690662708837
2022-12-31,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,,149.32000732421875,155.51799926757812,155.4459991455078,159.61200256347655,173.46399841308593,177.48600158691406,179.8260040283203,180.23599548339843,184.07500076293945,183.85799865722657,-0.0320358195607956
2023-03-31,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,,170.29000091552734,169.56600036621094,164.46249771118164,165.70800170898437,168.4080017089844,169.97999877929686,178.27399597167968,176.70750045776367,173.647998046875,168.15,-0.007471161426335187
2023-06-30,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,,165.83999633789062,164.38999938964844,165.21399841308593,166.8820007324219,166.33599853515625,171.77999877929688,172.36199951171875,165.97799987792968,159.54400329589845,152.29999923706055,-0.14684152616026264
2023-09-30,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,,169.22999572753906,166.3625030517578,167.21600341796875,162.6980010986328,157.0980010986328,155.80600280761718,156.5019989013672,155.50999755859374,153.38799743652345,154.6,-0.04601179923392845
2023-12-31,GPC,Specialty Retail,,60000.0,3.0,6.0,8.0,6.0,86400,,143.10199890136718,147.08399963378906,141.4760009765625,128.30599517822264,129.9740005493164,134.9759979248047,137.27999877929688,137.49750137329102,134.1519989013672,135.02200012207032,0.13969157112381553
2022-03-31,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,71.96399993896485,72.0719985961914,68.95499992370605,68.17599792480469,66.45200042724609,62.94000015258789,61.33600082397461,61.01499938964844,61.094000244140624,58.943999481201175,0.050967178139815036
2022-06-30,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,59.59333292643229,60.905999755859376,61.85000038146973,62.79199981689453,61.38200073242187,61.050000762939455,61.773999786376955,63.150000762939456,64.45800094604492,64.1324987411499,0.020385023354451283
2022-09-30,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,62.08500099182129,62.65750026702881,62.373999786376956,61.27599945068359,60.48400039672852,60.88199996948242,62.42999954223633,65.81599884033203,63.523999786376955,63.4379997253418,0.38207171396040096
2022-12-31,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,61.689998626708984,64.46399841308593,65.62999877929687,66.6780014038086,71.77799835205079,79.0959976196289,82.08600006103515,83.19400024414062,85.31500053405762,87.14600067138672,-0.046141263257625506
2023-03-31,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,86.20499992370605,86.28399963378907,83.94500160217285,83.73400115966797,83.43600006103516,86.06199951171875,85.27400054931641,82.83500099182129,80.33999938964844,80.00799865722657,-0.08388572956578383
2023-06-30,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,82.20999908447266,83.09500122070312,82.71399993896485,84.55599975585938,84.35799865722656,79.91599884033204,78.4739990234375,78.51399841308594,78.19800109863282,76.84250068664551,-0.027637177395253225
2023-09-30,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,77.06999969482422,76.15499877929688,76.41800079345703,79.04800109863281,77.09000244140626,76.34199981689453,80.18399963378906,77.9739990234375,76.50400085449219,77.20800170898437,0.09325241301486188
2023-12-31,GILD,Drug Manufacturers—General,,18000.0,3.0,3.0,5.0,1.0,86400,,74.30999755859375,76.48000030517578,79.11800079345703,77.84400024414063,79.86399993896484,78.11000061035156,74.93199920654297,75.4424991607666,75.78200073242188,78.75799865722657,-0.12193659041763054
2022-03-31,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,147.0019958496094,148.9260009765625,144.64750289916992,141.8299987792969,148.52999877929688,145.897998046875,141.9239990234375,135.6500015258789,131.3260009765625,125.61400146484375,-0.17589886245969813
2022-06-30,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,138.04666646321616,137.66199951171876,137.32250213623047,140.952001953125,136.76599731445313,126.6,118.91399841308593,121.22999877929688,126.8499984741211,129.9449977874756,-0.009942140999541712
2022-09-30,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,110.78499984741211,113.02499961853027,112.502001953125,118.0719985961914,120.68800048828125,128.23600006103516,132.26000366210937,134.6219970703125,128.34000091552736,124.53000030517578,-0.08190657893157412
2022-12-31,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,108.05000305175781,113.9279998779297,108.95799865722657,113.25199890136719,120.3260009765625,105.45999908447266,100.63600006103516,100.10000152587891,99.28999900817871,101.99799957275391,0.02984037509211238
2023-03-31,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,102.70750045776367,106.67599945068359,110.3125,112.5259994506836,113.54000091552734,113.31799774169922,116.51599884033203,113.25500106811523,112.18800048828125,107.11000061035156,-0.07858225780061022
2023-06-30,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,104.21500015258789,104.39749908447266,106.07799987792968,109.36399841308594,108.18199920654297,102.75600128173828,104.25800018310547,102.6740005493164,100.78600158691407,99.01249885559082,0.17123430086687177
2023-09-30,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,98.5199966430664,104.50750160217285,109.54799957275391,112.28000183105469,110.43999938964843,119.45200042724609,125.11199951171875,124.40399932861328,122.65999908447266,126.66000213623047,0.09567764634206384
2023-12-31,GPN,Specialty Business Services,,27000.0,6.0,9.0,8.0,2.0,86400,,113.90800170898437,114.25400085449219,113.99800109863281,106.60800018310547,108.96000061035156,109.4240005493164,111.7739990234375,112.60750007629395,116.35800018310547,119.42599945068359,0.058347080882142084
2022-03-31,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,0.1975,97.77853240966797,103.49800109863281,103.3799991607666,102.08600006103515,103.07000122070312,105.48000030517578,105.03600006103515,102.72249984741211,98.94400024414062,95.85199890136718,-0.026441312853489912
2022-06-30,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,,101.06666564941406,101.08800048828125,102.375,103.85600128173829,100.49600067138672,99.74399871826172,96.8760009765625,95.55999755859375,96.12799987792968,97.33250045776367,0.02841896592156854
2022-09-30,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,,98.90499877929688,98.54500007629395,98.93800048828125,99.95600128173828,100.7260009765625,98.29799957275391,100.94200134277344,103.7499984741211,100.36400146484375,97.452001953125,0.21063190213437866
2022-12-31,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,,99.69999694824219,105.58200073242188,108.01600036621093,111.96999969482422,113.93800048828125,113.65799865722656,112.58200073242188,112.50800018310547,116.35999870300293,118.98800048828124,-0.08370260735315696
2023-03-31,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,,120.79000091552734,121.28199920654296,118.48249816894531,119.75800018310547,119.56399993896484,121.3239990234375,121.79000091552734,120.94750022888184,121.13000183105468,117.86600036621094,-0.009725501976659544
2023-06-30,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,,109.79999923706055,108.21500015258789,107.45600128173828,109.13600158691406,106.93199920654297,107.36800079345703,107.93600006103516,107.79400024414062,106.49599761962891,104.78499984741211,-0.008118950623509156
2023-09-30,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,,109.62000274658203,110.62750053405762,111.14199981689453,113.00599975585938,113.18200073242187,113.15,114.15600128173828,113.13399810791016,111.57799987792968,111.74199829101562,0.1217399209695708
2023-12-31,GL,Insurance—Life,,3636.0,5.0,7.0,9.0,3.0,86400,,109.8220001220703,113.13400115966797,113.94999847412109,112.00799865722657,115.82400207519531,115.50800018310547,117.49000244140625,119.82500076293945,121.6239990234375,123.24600067138672,-0.05095855599798183
2022-03-31,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,2.0,396.8367919921875,390.5518371582031,346.3906555175781,341.1212097167969,359.5366638183594,367.11797485351565,353.78058471679685,341.9269714355469,333.3920104980469,326.75,-0.08124812731996224
2022-06-30,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,,331.9700012207031,320.79400024414065,321.0375061035156,332.19199829101564,314.33400268554686,315.04400024414065,304.3799987792969,307.6280029296875,319.53399658203125,322.9075012207031,-0.003063779192542787
2022-09-30,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,,298.125,296.50750732421875,290.2639953613281,318.2460021972656,325.94199829101564,331.9340026855469,344.94199829101564,353.6699951171875,341.4859985351562,333.0400085449219,0.17191607910389847
2022-12-31,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,,293.04998779296875,305.7539978027344,299.4239990234375,313.6460021972656,335.1580017089844,349.9320007324219,370.41199951171876,381.30999755859375,384.79749298095703,383.3219909667969,-0.07243945030280909
2023-03-31,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,,346.44000244140625,363.75599975585936,347.9000015258789,351.15400390625,365.67999877929685,371.91399536132815,371.76799926757815,362.3500061035156,353.9200012207031,344.4359985351563,-0.012289410882249219
2023-06-30,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,,324.125,323.2749938964844,330.3239990234375,338.1700012207031,341.00800170898435,330.1739990234375,322.80999755859375,325.75799560546875,324.8380065917969,323.6949920654297,0.003193398499440486
2023-09-30,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,,322.5400085449219,318.7074966430664,323.7239990234375,341.5679931640625,355.7860046386719,354.21400146484376,345.5280029296875,330.30198974609374,320.6579956054687,328.4419921875,0.21120875671482536
2023-12-31,GS,Capital Markets,,45300.0,5.0,6.0,7.0,6.0,86400,,311.24000244140626,311.9099914550781,304.9899963378906,296.41199951171876,310.59599609375,323.74200439453125,335.81800537109376,338.05250549316406,341.1179992675781,345.7119995117188,0.06543910497276996
2022-03-31,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,0.12,25.155647659301756,27.341795349121092,28.064200401306152,30.325079727172852,31.22385177612305,32.4534351348877,32.61884078979492,31.67124366760254,33.18600006103516,36.64000015258789,-0.15025082617359864
2022-06-30,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,,38.323333740234375,38.267999267578126,39.88499927520752,39.837999725341795,35.74599990844727,36.949999237060545,34.60199966430664,36.842000579833986,39.422000122070315,41.222500801086426,-0.21428574904060851
2022-09-30,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,,31.395000457763672,29.25749969482422,28.292000198364256,28.633999633789063,28.657999801635743,28.05600051879883,28.76799964904785,28.81999969482422,31.00800018310547,30.26599998474121,0.5787976282252261
2022-12-31,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,,24.6200008392334,28.79199981689453,29.88599967956543,31.589999771118165,35.652000427246094,36.80999984741211,38.454000854492186,37.79799957275391,36.625000953674316,37.5379997253418,-0.17525226787602496
2023-03-31,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,,38.8125,41.439999389648435,41.002498626708984,40.39199981689453,39.90600051879883,38.65999984741211,38.252000427246095,36.33250045776367,37.63999938964844,36.79399948120117,0.04898859882935571
2023-06-30,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,,31.34999942779541,33.27499961853027,33.57000045776367,33.74000015258789,32.83800010681152,30.091999816894532,29.342000198364257,29.19200019836426,30.427999877929686,30.00499963760376,0.2276446783703901
2023-09-30,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,,32.9900016784668,33.855000495910645,37.215999603271484,37.17399978637695,38.19599914550781,39.32399978637695,40.177999877929686,39.55200119018555,38.538001251220706,38.95999984741211,-0.09102335655563439
2023-12-31,HAL,Oil & Gas Equipment & Services,,48000.0,5.0,4.0,7.0,2.0,86400,,38.970000457763675,41.652000427246094,42.78000030517578,40.262000274658206,39.81199951171875,38.27000045776367,38.29000015258789,38.09000015258789,37.449999237060545,35.581999969482425,0.06478405929636576
