end_of_quarter,ticker,industry,sector,fte,auditrisk,compensationrisk,boardrisk,shareholderrightsrisk,maxage,dividends,weekly_price_0,weekly_price_1,weekly_price_2,weekly_price_3,weekly_price_4,weekly_price_5,weekly_price_6,weekly_price_7,weekly_price_8,weekly_price_9,increase
2023-09-30,HGV,Resorts & Casinos,,15000.0,9.0,3.0,4.0,6.0,86400,,45.439998626708984,45.329999923706055,46.87799987792969,47.13399963378906,45.97799987792969,45.46800003051758,46.22200012207031,43.98000030517578,42.96999893188477,44.279999542236325,-0.005445574564203902
2023-12-31,HGV,Resorts & Casinos,,15000.0,9.0,3.0,4.0,6.0,86400,,38.774000549316405,37.827999877929685,37.667999267578125,36.05800018310547,36.081999969482425,34.02600021362305,35.40999984741211,35.59249973297119,35.11800003051758,37.831999969482425,0.10851217428355076
2022-03-31,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,0.43,107.57639617919922,116.60051574707032,103.79427337646484,102.11731567382813,104.27027282714843,108.46665954589844,110.21930084228515,102.12627792358398,101.3260009765625,96.55599975585938,-0.07858771396410291
2022-06-30,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,,89.17333475748698,85.80399932861329,82.12750053405762,85.89999847412109,85.36600036621094,85.36399993896484,83.81200103759765,85.3480010986328,84.01000213623047,85.26250076293945,-0.03433420846312793
2022-09-30,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,,78.63000106811523,80.15500068664551,77.3480010986328,80.35399932861328,83.17200012207032,85.352001953125,86.43999938964843,87.21399993896485,81.05599975585938,77.86400146484375,0.17657211028068542
2022-12-31,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,,75.37999725341797,79.04600067138672,79.34400024414063,80.67000122070313,83.56000061035157,91.1219985961914,94.28599853515625,98.63799896240235,98.78249931335449,98.11199951171875,-0.018090753770990384
2023-03-31,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,,88.64249801635742,94.5979995727539,96.48499870300293,97.04799957275391,98.9,96.98399963378907,97.70399780273438,95.79500007629395,95.21999969482422,91.55,0.13018630320901114
2023-06-30,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,,86.89500045776367,85.66749954223633,87.51000061035157,92.83399963378906,92.10599822998047,88.18999938964843,88.58399963378906,88.59399871826172,87.83600006103515,88.59000015258789,0.08961453979019203
2023-09-30,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,,98.30999755859375,96.1974983215332,98.9479995727539,103.98000030517578,105.04200134277343,100.06199951171875,100.80399932861329,100.49799957275391,101.19000091552735,105.52400054931641,0.1362646171624291
2023-12-31,HLI,Capital Markets,,2610.0,8.0,6.0,9.0,10.0,86400,,105.82999877929687,108.02200164794922,105.00400085449219,98.65800018310547,102.36999969482422,102.99199981689453,104.03399963378907,104.42749977111816,107.01600036621093,113.33000030517579,0.07112269276313885
2022-03-27,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,0.1575,38.595924377441406,38.35288314819336,34.6559476852417,33.84066162109375,35.50211410522461,40.93470993041992,41.661843872070314,40.438395500183105,40.59599990844727,38.04800033569336,-0.16133984338575785
2022-06-26,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,,39.50599975585938,37.39000015258789,38.09250068664551,39.482000732421874,36.9260009765625,38.43800048828125,36.50400085449219,35.10800018310547,33.846001052856444,35.02499961853027,0.14381478563656047
2022-09-25,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,,32.0,32.44499969482422,32.07800064086914,34.53600006103515,35.331999969482425,37.263999938964844,38.86600036621094,41.604000091552734,40.620001220703124,38.72400054931641,0.11584050002132408
2022-12-31,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,,34.880001068115234,36.59800033569336,35.57199935913086,35.65600051879883,39.93600006103516,44.1120002746582,46.216000366210935,47.363999938964845,47.327500343322754,47.03000106811523,-0.09654663203134212
2023-03-31,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,,42.285000801086426,44.466000366210935,43.897499084472656,44.45800018310547,48.18000030517578,49.09199981689453,48.482000732421874,47.285000801086426,47.35,43.22399978637695,-0.08164346034121496
2023-06-30,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,,37.560001373291016,37.30500030517578,37.31800003051758,37.56399917602539,37.235999298095706,35.70200042724609,34.662000274658205,32.72400054931641,32.682000732421876,31.832499980926514,-0.061062134822087326
2023-09-30,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,,35.209999084472656,35.454999923706055,35.863999938964845,36.364000701904295,37.736000061035156,38.04800033569336,35.24599990844727,33.5379997253418,33.316000366210936,33.853999328613284,0.14055730720631762
2023-12-31,HOG,Recreational Vehicles,,6400.0,1.0,10.0,5.0,1.0,86400,,31.158000183105468,30.35999984741211,30.188000106811522,28.1939998626709,27.35999984741211,27.262000274658202,29.092000198364257,30.1850004196167,30.309999847412108,31.695999908447266,0.21080180540608498
2022-03-31,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,25.370000457763673,25.54199981689453,24.630000591278076,23.88400001525879,23.607999801635742,23.950000381469728,23.607999801635742,23.08750009536743,22.822000122070314,22.295999908447264,-0.07787611500771928
2022-06-30,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,22.623332977294922,22.011999893188477,22.0,22.704000091552736,22.087999725341795,21.981999588012695,20.51399955749512,20.558000564575195,21.94200019836426,22.702499866485596,0.09484830380049997
2022-09-30,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,20.9350004196167,21.33750009536743,21.13800048828125,22.030000305175783,22.99800033569336,23.695999526977538,24.429999923706056,25.276000213623046,24.436000061035156,23.436000061035156,0.023989293766681356
2022-12-31,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,22.510000228881836,23.6560001373291,23.915999984741212,24.552000427246092,24.613999557495116,25.063999938964844,25.318000030517577,25.28199996948242,25.222500324249268,25.218000411987305,-0.038290237669576545
2023-03-31,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,22.392499923706055,23.011999893188477,22.58500051498413,22.561999893188478,24.197999954223633,24.5,24.38400001525879,23.994999885559082,24.1439998626709,22.8560001373291,0.06126217812721726
2023-06-30,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,21.65499973297119,21.12249994277954,21.111999893188475,21.504000091552733,21.412000274658205,20.747999954223634,20.222000122070312,21.1560001373291,21.793999862670898,22.199999809265137,-0.0815788932123985
2023-09-30,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,22.799999237060547,22.875,23.34799995422363,24.205999755859374,23.739999771118164,24.368000030517578,23.996000289916992,22.697999954223633,21.9439998626709,22.3060001373291,0.23260344837507813
2023-12-31,HOMB,Banks—Regional,,2819.0,8.0,4.0,9.0,2.0,86400,,20.970000076293946,21.32400016784668,21.070000076293944,20.22599983215332,20.752000427246095,21.03400001525879,21.922000122070312,22.03000020980835,22.286000061035157,23.48400001525879,-0.06277142350481525
2022-01-31,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,46.432000732421876,49.92599945068359,49.14750003814697,51.497999572753905,68.38399963378906,68.7239990234375,64.84599914550782,61.15499973297119,55.48399963378906,45.20599899291992,0.1661676889279908
2022-04-30,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,53.48399963378906,56.529999542236325,55.179998779296874,52.9375,52.773999786376955,52.581999969482425,55.58000106811524,60.58000030517578,66.84400024414063,67.24199981689453,-0.08995619782094365
2022-07-31,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,61.67599945068359,55.873999786376956,58.89399948120117,60.66999893188476,63.13499927520752,63.762000274658206,67.53999938964844,67.42749977111816,62.89199981689453,61.96750068664551,0.33917620591742803
2022-10-31,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,58.20799942016602,60.83800048828125,61.54199981689453,62.12799987792969,65.39800033569335,65.11000156402588,70.70800018310547,72.01999969482422,69.6740005493164,67.59199981689453,-0.23937882767224647
2023-01-31,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,60.66249942779541,58.08199920654297,58.66499996185303,58.444000244140625,59.2599983215332,77.11399993896484,71.28000183105469,60.91000061035156,62.739999771118164,63.48399963378906,-0.1216104831017997
2023-04-30,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,59.60800018310547,61.72799987792969,64.91800003051758,65.22249984741211,65.5759994506836,65.70800018310547,56.145999908447266,57.15399932861328,58.01999969482422,56.50750160217285,0.19937061026469918
2023-07-31,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,52.48800048828125,55.012000274658206,56.49599990844727,56.683999633789064,56.242499351501465,63.619999694824216,63.572000122070314,62.24250030517578,61.53600006103515,64.64249992370605,0.06755955509199742
2023-10-31,HQY,Health Information Services,,,5.0,3.0,1.0,2.0,86400,,67.94800109863282,67.38399810791016,68.15799865722656,67.89199981689453,67.69199981689454,68.89999771118164,69.68199920654297,70.91399993896485,74.13200073242187,73.33400115966796,0.07714842014164405
2022-03-31,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,0.31,31.442550277709962,31.03873062133789,30.358274459838867,30.464673233032226,30.409246826171874,29.902492141723634,30.71805076599121,29.943514347076416,27.3060001373291,27.087999725341795,0.012736549756188367
2022-06-30,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,,27.833333333333332,27.976000213623045,27.457499980926514,27.752000045776366,27.56999969482422,30.31199951171875,29.2879997253418,27.993999862670897,28.797999572753906,28.570000171661377,-0.2433823769686537
2022-09-30,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,,27.530000686645508,26.139999866485596,24.977999877929687,24.39800033569336,25.18400001525879,25.51599998474121,25.978000259399415,26.686000061035156,25.82599983215332,24.5,-0.07529974417744105
2022-12-31,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,,20.850000381469727,20.66800003051758,19.296000289916993,19.2,19.777999496459962,20.126000213623048,19.94399948120117,19.502000045776366,19.637499809265137,20.112000274658204,-0.04067103375483443
2023-03-31,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,,20.22499990463257,20.79000015258789,20.992499828338623,21.370000457763673,21.586000442504883,20.908000183105468,20.811999893188478,20.16249990463257,19.568000030517577,18.88400001525879,-0.02690121364801198
2023-06-30,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,,19.100000381469727,19.322500228881836,19.71799964904785,19.639999771118163,19.34000015258789,19.817999649047852,19.881999969482422,19.428000259399415,18.629999923706055,18.675000190734863,-0.19034994890813903
2023-09-30,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,,18.860000610351562,18.967500686645508,18.96799964904785,19.354000091552734,19.89800033569336,19.570000457763673,18.575999450683593,17.045999908447264,16.744000244140626,17.21599998474121,0.1594885558758501
2023-12-31,HR,REIT—Healthcare Facilities,,584.0,6.0,2.0,2.0,1.0,86400,,14.815999984741211,14.72199993133545,14.871999931335449,14.391999816894531,14.605999946594238,14.67800006866455,14.419999885559083,14.452499866485596,15.13600025177002,15.776000213623046,-0.21729108788897405
2022-03-31,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,24.006000137329103,22.543999862670898,21.84249973297119,21.99200019836426,23.57400016784668,24.506000137329103,24.809999847412108,24.067500114440918,25.575999450683593,24.374000549316406,0.3279570128753353
2022-06-30,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,26.206666946411133,26.265999603271485,26.885000228881836,27.800000381469726,27.31999969482422,25.729999923706053,27.842000579833986,33.19800033569336,34.36199951171875,35.71249961853027,0.22904870392095153
2022-09-30,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,36.045000076293945,36.74000072479248,36.98999938964844,37.63200073242187,39.26199951171875,39.652000427246094,43.05,47.63399963378906,46.58000030517578,45.04600067138672,-0.13681240172940112
2022-12-31,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,42.540000915527344,39.94199981689453,38.97399978637695,40.72399978637695,41.26000061035156,39.965999603271484,40.48399963378906,41.45,42.84249973297119,43.15400009155273,-0.01340180281702397
2023-03-31,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,35.77500057220459,37.145999908447266,37.83500003814697,38.35800018310547,39.02600021362305,38.976000213623045,39.48800048828125,37.4399995803833,36.577999877929685,36.23199996948242,-0.0916311926875554
2023-06-30,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,34.92499923706055,34.552499771118164,34.19799957275391,33.90800018310547,33.816000366210936,32.831999969482425,31.96799964904785,30.05799980163574,29.522000122070313,30.18000030517578,0.35111390773112955
2023-09-30,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,31.8700008392334,31.490000247955322,32.15599937438965,33.672000122070315,33.358000946044925,33.876000213623044,35.2120002746582,37.50199966430664,39.54399948120117,39.91599960327149,0.1402640504424941
2023-12-31,HRB,Personal Services,,4000.0,4.0,2.0,1.0,2.0,86400,,41.636000061035155,42.831999969482425,43.5379997253418,41.986000061035156,41.726000213623045,42.6879997253418,45.36000061035156,46.517499923706055,45.91399993896484,45.61800003051758,-0.01612246766382334
2022-03-31,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,24.261999893188477,24.336000061035158,21.327500343322754,18.188000106811522,19.591999816894532,20.15999984741211,19.37400016784668,18.927499771118164,19.743999481201172,19.89600028991699,-0.22934537296588584
2022-06-30,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,21.763333638509113,22.02599983215332,21.984999656677246,22.835999298095704,22.40200004577637,20.223999786376954,17.863999938964845,18.75799980163574,19.23200035095215,20.00250005722046,0.023358518202054205
2022-09-30,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,16.230000495910645,16.725000381469727,16.99200019836426,17.903999710083006,18.76599998474121,21.289999771118165,21.75,20.863999938964845,19.363999938964845,18.421999740600587,-0.06879611744440131
2022-12-31,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,16.280000686645508,17.15999984741211,16.55399971008301,17.311999893188478,18.754000091552733,17.62400016784668,17.538000106811523,17.510000228881836,16.78249979019165,16.980000305175782,0.050599151267980445
2023-03-31,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,15.474999904632568,16.697999954223633,16.894999980926514,17.357999801635742,18.07400016784668,18.53400001525879,19.437999725341797,18.667500019073486,18.496000289916992,18.933999633789064,0.11295261766900232
2023-06-30,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,16.035000324249268,15.572499990463257,15.768000030517578,15.376000022888183,15.74600009918213,16.24600009918213,15.929999923706054,16.024000358581542,16.055999755859375,15.800000190734863,-0.33387708501527125
2023-09-30,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,18.389999389648438,18.640000343322754,18.797999954223634,18.411999893188476,17.182000160217285,16.35599994659424,16.731999969482423,17.412000274658205,17.186000061035156,17.066000366210936,-0.11120609783785138
2023-12-31,HTZ,Rental & Leasing Services,,27000.0,8.0,10.0,7.0,6.0,86400,,10.995999908447265,11.260000228881836,11.000000190734863,9.751999855041504,8.769999885559082,8.770000076293945,8.478000068664551,8.607500076293945,8.468000030517578,9.092000198364257,-0.2656862832179029
2022-03-31,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,52.619999694824216,54.24399948120117,54.125000953674316,53.44199981689453,53.784001159667966,55.26999969482422,55.077999877929685,54.29500102996826,54.577999877929685,52.35599899291992,-0.14611701866970575
2022-06-30,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,52.25999959309896,50.12799987792969,48.86500072479248,49.40199966430664,48.02799987792969,47.55999984741211,46.31199951171875,46.9620002746582,48.54200057983398,49.80749988555908,0.04060453784596024
2022-09-30,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,44.72500038146973,44.922499656677246,43.710000610351564,46.25199966430664,47.94800033569336,48.28600006103515,50.092000579833986,51.84599990844727,49.86799926757813,48.24400024414062,0.06592447865597419
2022-12-31,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,45.810001373291016,48.15400009155273,47.73800048828125,51.21799926757812,54.4260009765625,55.21800003051758,55.70800018310547,53.386000061035155,53.827500343322754,54.358000946044925,-0.2571964616095747
2023-03-31,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,48.15750026702881,50.376000213623044,48.292500495910645,49.50199966430664,52.2879997253418,53.29199981689453,51.75199966430664,49.08250045776367,48.82999954223633,45.704000091552736,0.07609880568540779
2023-06-30,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,36.005001068115234,36.447500228881836,36.47800064086914,37.252000427246095,36.08999938964844,34.48000030517578,32.92000045776367,34.77600021362305,37.3520004272461,38.297499656677246,-0.03621676266192709
2023-09-30,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,38.380001068115234,39.16499996185303,41.15,43.12800064086914,43.646000671386716,43.737999725341794,43.955999755859374,41.422000122070315,40.427999877929686,41.52799987792969,0.35840088148619836
2023-12-31,HWC,Banks—Regional,,60.0,2.0,1.0,1.0,5.0,86400,,35.14200057983398,35.369999694824216,35.09800033569336,33.36199951171875,35.75,37.70200042724609,40.3879997253418,40.65750026702881,41.26800003051758,43.95799942016602,-0.0914156085197951
2022-03-31,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,0.1,54.2960807800293,56.17462310791016,54.51717472076416,51.2337158203125,52.70101623535156,54.11439971923828,55.55400009155274,54.652499198913574,55.99800033569336,53.78800048828125,-0.1225828277432336
2022-06-30,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,,59.76333363850912,56.12799911499023,55.454999923706055,56.76399917602539,55.50999984741211,56.93800048828125,52.731999206542966,53.54000015258789,55.6,57.72749996185303,-0.0009558984982811256
2022-09-30,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,,52.57000160217285,52.84499931335449,53.66000061035156,56.69199981689453,58.79000015258789,61.47799911499023,63.194000244140625,63.07999954223633,61.002000427246095,58.876000213623044,0.13418403833932926
2022-12-31,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,,51.720001220703125,54.555999755859375,53.24599990844727,56.00599899291992,55.331999969482425,55.5620002746582,58.36600036621094,58.65199966430664,60.3100004196167,60.183999633789064,0.15549142541399114
2023-03-31,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,,60.5024995803833,62.32400054931641,60.77000045776367,64.23799896240234,70.3260009765625,69.94400177001953,72.02799987792969,71.66500091552734,73.36399993896484,71.46800079345704,0.08454207535628434
2023-06-30,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,,68.15999984741211,67.54750061035156,67.32799987792968,68.38400115966797,71.21800079345704,72.7,72.1520004272461,71.91600036621094,71.43999938964843,70.82749938964844,-0.1431202017082739
2023-09-30,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,,76.0199966430664,76.16500091552734,77.39600067138672,76.11999969482422,71.16399993896485,69.09400024414063,68.08600006103515,69.66800079345703,71.46000061035156,73.03399963378907,0.14554214268911875
2023-12-31,HXL,Aerospace & Defense,,5590.0,6.0,6.0,4.0,2.0,86400,,66.00999755859375,67.72799835205078,65.93799896240235,60.832000732421875,62.6379997253418,63.99599990844727,66.16799774169922,67.14249992370605,68.80599975585938,70.88999938964844,-0.011277674393470473
2022-03-31,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,67.09800262451172,67.91599884033204,67.01749992370605,64.75199966430664,64.5459991455078,65.63800048828125,66.05400085449219,65.8375015258789,67.20999908447266,66.11999969482422,-0.13087462468924704
2022-06-30,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,65.49666595458984,64.18399963378906,63.22499942779541,63.03200073242188,61.6479995727539,60.47399978637695,57.68000030517578,60.28000030517578,60.869999694824216,61.5,-0.19507675992894483
2022-09-30,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,54.51499938964844,54.105000495910645,52.373999786376956,54.32999954223633,56.08600006103516,55.77799987792969,55.955999755859374,55.20800018310547,50.75399932861328,47.69599914550781,0.3380547565744091
2022-12-31,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,42.36000061035156,44.267999267578126,42.49400024414062,43.35199966430664,46.98999938964844,49.619999694824216,50.66999969482422,52.95200042724609,53.53749942779541,54.90999908447266,0.01453960485734018
2023-03-31,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,57.52000045776367,57.582000732421875,55.69749927520752,57.08600006103516,58.53000030517578,58.555999755859375,57.79200057983398,56.57749938964844,55.69799957275391,53.84599990844727,-0.29001918777447
2023-06-30,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,56.96500015258789,57.21500015258789,58.19799957275391,58.18800048828125,56.47200012207031,52.034000396728516,49.815999603271486,49.50400009155273,41.45600051879883,38.40499973297119,-0.07148072854501811
2023-09-30,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,41.130001068115234,40.40499973297119,42.18199996948242,44.30800018310547,45.45,44.9,44.43600006103516,43.15,41.917999267578125,42.875999450683594,0.1457511486494556
2023-12-31,IART,Medical Devices,,3946.0,1.0,2.0,4.0,1.0,86400,,37.844000244140624,38.274000549316405,38.3520004272461,35.891999053955075,36.88399963378906,37.23000030517578,38.59000015258789,39.01249980926514,39.42000045776367,41.08000030517578,-0.20393062878206286
2022-03-31,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,77.66200103759766,76.22599945068359,71.40749931335449,66.08800048828125,70.5260009765625,73.66399993896485,72.44000091552735,67.3499984741211,62.42399978637695,59.98199996948242,-0.13503269376531146
2022-06-30,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,66.66666666666667,65.31000061035157,65.21999931335449,64.1259994506836,61.3,58.168000030517575,53.879998779296876,55.2120002746582,58.427999877929686,60.71749973297119,0.16996914332132199
2022-09-30,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,55.40999984741211,56.39750003814697,54.15,56.46799926757812,57.53800048828125,59.125999450683594,62.6120002746582,64.63199920654297,62.45,61.630000305175784,0.14129248342283934
2022-12-31,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,63.90999984741211,67.83400039672851,69.04400024414062,73.68599853515624,78.65600128173828,80.18800048828125,78.05,74.90399932861328,77.18750190734863,79.19400177001953,0.13631274490512368
2023-03-31,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,72.24749946594238,75.48000030517578,78.97249984741211,78.79200134277343,81.01399993896484,85.88600006103516,86.8,86.39749908447266,87.5260009765625,86.34199981689453,0.0030281008647386675
2023-06-30,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,81.83499908447266,80.70500183105469,81.39399871826171,83.1259994506836,78.53200073242188,74.36400146484375,76.89199981689453,75.43000030517578,76.35999908447266,78.78250122070312,0.04201273476093416
2023-09-30,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,83.06999969482422,84.66500091552734,85.40799865722656,83.80599975585938,85.0759994506836,89.09400177001953,90.19400024414062,91.61599884033203,92.15399932861328,91.74799957275391,-0.03233333374892621
2023-12-31,IBKR,Capital Markets,,2932.0,8.0,8.0,10.0,10.0,86400,,87.3220001220703,86.85999908447266,83.33199920654297,79.93000183105468,79.67999877929688,81.4279998779297,79.8220001220703,80.38249969482422,78.00399932861328,80.43199920654297,0.3004138732074984
2022-03-31,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,44.087999725341795,45.10599975585937,43.552499771118164,43.007999420166016,42.11399917602539,43.072000122070314,42.62200012207031,41.6875,42.13199920654297,41.53199996948242,-0.052831072982814975
2022-06-30,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,42.256665547688804,40.789999389648436,40.63750076293945,41.80399932861328,40.59000015258789,41.12200012207031,40.0759994506836,40.15199966430664,40.91599960327149,42.10249996185303,0.07734526777688819
2022-09-30,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,40.41000175476074,40.577500343322754,39.77000045776367,41.22799987792969,43.17599945068359,43.7140007019043,44.62799987792969,45.619998931884766,43.152000427246094,41.567999267578124,0.08564704446231618
2022-12-31,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,42.5,43.929998779296874,44.89400024414063,47.146000671386716,48.220000457763675,49.43600006103516,51.45600051879883,51.05200042724609,51.94999980926514,52.24599990844727,-0.06998892005797326
2023-03-31,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,45.45000076293945,45.508000183105466,44.16250038146973,44.6120002746582,47.002000427246095,46.90800018310547,46.13800048828125,46.317501068115234,48.49999923706055,46.858000946044925,0.0434376605232995
2023-06-30,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,42.40500068664551,42.07750129699707,42.630000305175784,42.19800033569336,41.70999984741211,41.37200088500977,41.25000076293945,43.262000274658206,43.97200012207031,44.165000915527344,-0.019457027047670338
2023-09-30,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,44.20000076293945,44.630001068115234,45.57000045776367,48.15400009155273,48.85999984741211,49.241999816894534,47.104000091552734,45.373999786376956,44.92399978637695,45.51800003051758,0.26266850573734185
2023-12-31,IBOC,Banks—Regional,,2062.0,8.0,4.0,8.0,2.0,86400,,43.060000610351565,43.19599990844726,42.89000015258789,42.90800018310547,44.87799987792969,45.15,46.67999954223633,45.595001220703125,45.13399963378906,48.736000061035156,0.03895378371480188
2022-03-31,IDA,Utilities—Regulated Electric,,2100.0,4.0,2.0,1.0,5.0,86400,0.75,111.86525421142578,110.16909332275391,108.69388771057129,106.83436737060546,108.52121429443359,106.86400146484375,103.75999908447265,101.91500091552734,105.89400024414063,110.1740005493164,-0.08503811985688801
2022-06-30,IDA,Utilities—Regulated Electric,,2100.0,4.0,2.0,1.0,5.0,86400,,116.4066670735677,116.79799957275391,115.11499977111816,113.1259994506836,108.9240005493164,105.41799926757812,107.19599914550781,107.09400024414063,107.8459976196289,108.15499877929688,-0.049471279780533894
2022-09-30,IDA,Utilities—Regulated Electric,,2100.0,4.0,2.0,1.0,5.0,86400,,107.43000030517578,105.51500129699707,105.23999938964843,105.28600158691407,109.2500015258789,110.45199890136719,112.05599975585938,115.06000061035157,112.28399963378907,110.18000030517578,0.10069690945956286
2022-12-31,IDA,Utilities—Regulated Electric,,2100.0,4.0,2.0,1.0,5.0,86400,,99.01000213623047,100.31600036621094,95.90799865722656,97.18800048828125,100.94199981689454,103.0739990234375,101.37799987792968,103.1,107.42499923706055,108.71800079345704,-0.005081798343329511
2023-03-31,IDA,Utilities—Regulated Electric,,2100.0,4.0,2.0,1.0,5.0,86400,,108.02750015258789,107.86000061035156,104.49250030517578,104.3220001220703,106.66599884033204,104.02400054931641,103.1979995727539,104.40250015258789,102.8260009765625,102.05599975585938,-0.05437089716691915
